2026-02-20 11:47:49,ping,google.com,8,Success
2026-02-20 11:48:17,ipconfig,all,10-A5-1D-7B-7D-5D / 10.4.144.146,Captured
2026-02-20 11:48:21,arp,local,8 devices,Captured
